#####################################
#####################################
#######  					  #######	
####### THE KINGDOM OF GONDOR #######
#######						  #######	
#####################################
#####################################
###
## In order: 
## Gondor Proper
# House of Anárionath, Kings of Gondor
# House of Húrinionath, Stewards of Gondor
# House of Imrazôrionath, Princes of Dol Amroth
# House of Eärnur, Sealords of Lebennin
# House of Ausir, High Lords of Lossarnach
# House of Malandil, High Lords of Lamedon
# House of Olindur, High Lords of Anfalas
# House of Halboron, High Lords of Pinnath Gelin
# House of Minadirionath, Lords of Entyn-i-Onodlo
# House of Rodirionath, Lords of Gardhon Fuir
# House of Anwar, counts of the Eyrn Fuir
# House of Yrchdaugnir, Lords of Doranorien
# House of Linnarion, Lords of Celosien
# House of Arphenian, Lords of Lebennivet
# House of Celebhatol, Lords of Arnach
# House of Imlothiath, Lords of Edhelion
# House of Durthoron, Lords of Anghabar
# House of Celebharn, Lords of Methrast
# House of Heledir, Lords of Tolfalas
# House of Axanturionath, Lords of Tarlang
# House of Brandirion, Lords of Morthond Vale
# House of Gwaihirion, Captains of Isengard
# House of Authrom, Lords of Rhandir
# House of Palantirith, Lords of Serelond

### Houses of Ithilien (Trig TBF)
# House of Alagos, first Lords of Harithilien
# House of Astandurionath, latest Lords of Harithilien
# House of Arandal, Dukes of Cormalthen
# House of Drinbar, lords of the Nindalf
# House of Finnarphen, lords of Henneth Annun
# House of Asgaril, lords of Forithilien
# House of Faedur, Lords of the Ephel Duath
# House of Wilwarin, later rulers of Coruvegil
# House of Coruvegil, rulers of Coruvegil
# House of Curedain, stewards of the stewards
# House of Rian, cadet of Othnir, rulers of Rian between 1200 and 1700
# House of Othnir, Lords of Othnir
# House of Elemmir, Barons of Abad Elemmir
# House of Usuluni, Courtiers of the Dukes of Emyn Arnen
# House of Glorel, Lords of Glorel
# House of Telengaur, Lords of the Harithilien highlands
# House of Faron, First rulers of Porosir and Morvegil
# House of Morvegil, Dukes of Harithilien after the Kinstrife
# House of Nepos, second Dukes of Harithilien, lords of boths sides of the Poros
# House of Tiridon, cadet of Telengaur, later lords of the Haithilien highlands. 

### Houses of Harondor
# House of Orontorion, Lords of Methir
# House of Thavor, Lords of Laer
# House of Surionath, Lords of Neporos
# House of Morinehtar, Lords of Annun
# house of Súldilion
# House of Rumilion
# House of Calambar, Lords of Narthan (Chief Vanity)
# House of Elentirmo
# House of Seregonir
# House of Calionath, Lords of Harfalas
# House of Amdirvel, Lords of Eredir
# House of Noruinif, Lords of Hyarmen
# House of Maethorionath, Lords of Foraegardh

## Border Realms
# House of Telemnarion, Governors of Umbar
# House of Vinginturion, Lords of Arlefnui
# House of Ohtarion, Lords of Tharagrondost
# House of Isilmonir, Lords of Nethos
# House of Calionath, Lords of Harfalas
# Dor Rhúnen Regents

## Minor Houses / Counts
# House of Himelin	
# House of Dalfelena		
# House of Alfirin	
# House of Dúlinn	
# House of Galadeiliant		
# House of Hardion	
# House of Duneglan	
# House of Tinnubar	
# House of Atanatarionath	
# House of An Rosuldrië
# House of Malanath
# House of An Tyliand
# House of Rond Randir
# House of Rond Rendûl
# House of An Andhen
# House of Imristion
# House of An Lontir
# House of Nos Elmo
# House of An Annodrûn

## Unlanded Houses
# House of Dor Giril 
# House of Manthorionath
# Telcontar DNA Characters
# House of Gilthol (Sol Vanity)

## Angmar Start Date ##
# House of Arastil, Governors of the province of Enedhwaith, based in Southern Tharbad
# House of Forchon, Counts of Riverwatch, guarding the fords of the Angren
# House of Túlion, Holders of Lond Daer (or what's left of it)
# House of Handarod, Governors of the province of Andrast, based in Úlond
# House of Orthonn, Stewards of Tharagrondost until the Kinstrife

## Filler

##############################
##### The Kings of Gondor ####
##############################
# House of Anárionath

    5743.5.24 = {
        death = { death_reason = death_natural_causes }
    }
}

lineofbregor41 = {
    name = Parmaite 

    dynasty = dynasty_an_lontir
    religion = faith_edain
    culture = gondorian

    father = lineofbregor39
    mother = lineofbregor40

    


	trait = blood_of_numenor_5
    5689.6.25 = {
        birth = yes
    }

    5724.6.14 = {
        add_spouse = lineofbregor42
    }

    5826.7.5 = {
        death = { death_reason = death_natural_causes }
    }
}

lineofbregor42 = {
    name = Selloth 
    female = yes

    religion = faith_edain
    culture = gondorian

    


	trait = blood_of_numenor_5
    5707.3.21 = {
        birth = yes
    }

    5851.7.15 = {
        death = { death_reason = death_natural_causes }
    }
}

lineofbregor43 = {
    name = Naramir 

    dynasty = dynasty_an_lontir
    religion = faith_edain
    culture = gondorian

    father = lineofbregor41
    mother = lineofbregor42

    


	trait = blood_of_numenor_5
    5798.12.28 = {
        birth = yes
    }

    5829.12.1 = {
        add_spouse = lineofbregor44
    }

    5938.5.12 = {
        death = { death_reason = death_natural_causes }
    }
}

lineofbregor44 = {
    name = Calimawen 
    female = yes

    religion = faith_edain
    culture = gondorian

    


	trait = blood_of_numenor_5
    5812.5.27 = {
        birth = yes
    }

    5945.4.28 = {
        death = { death_reason = death_natural_causes }
    }
}

lineofbregor45 = {
    name = Voronwe 

    dynasty = dynasty_an_lontir
    religion = faith_edain
    culture = gondorian

    father = lineofbregor43
    mother = lineofbregor44

    


	trait = blood_of_numenor_4
    5856.8.16 = {
        birth = yes
    }

    5857.2.9 = {
        give_nickname = nick_the_undefeated
        effect = {
            add_character_flag = {
                flag = had_nickname_event
            }
        }
    }

    5901.8.17 = {
        add_spouse = lineofbregor46
    }

    5989.11.9 = {
        death = { death_reason = death_natural_causes }
    }
}

lineofbregor46 = {
    name = Telepe 
    female = yes

    religion = faith_edain
    culture = gondorian

    


	trait = blood_of_numenor_4
    5884.6.8 = {
        birth = yes
    }

    6018.3.13 = {
        death = { death_reason = death_natural_causes }
    }
}

lineofbregor47 = {
    name = Mablung 

    dynasty = dynasty_an_lontir
    religion = faith_edain
    culture = gondorian

    father = lineofbregor45
    mother = lineofbregor46

    


	trait = blood_of_numenor_4
    5935.2.25 = {
        birth = yes
    }

    5974.8.10 = {
        add_spouse = lineofbregor48
    }

    6043.2.22 = {
        death = { death_reason = death_leper }
    }
}

lineofbregor48 = {
    name = Dulin 
    female = yes

    religion = faith_edain
    culture = gondorian

    


	trait = blood_of_numenor_4
    5957.11.15 = {
        birth = yes
    }

    6081.9.7 = {
        death = { death_reason = death_natural_causes }
    }
}

lineofbregor49 = {
    name = Romendur 

    dynasty = dynasty_an_lontir
    religion = faith_edain
    culture = gondorian

    father = lineofbregor47
    mother = lineofbregor48

    


	trait = blood_of_numenor_4
    6019.11.12 = {
        birth = yes
    }

    6020.3.27 = {
        give_nickname = nick_the_snorer
        effect = {
            add_character_flag = {
                flag = had_nickname_event
            }
        }
    }

    6051.10.17 = {
        add_spouse = lineofbregor50
    }

    6118.11.26 = {
        death = { death_reason = death_horse_riding_accident  }
    }
}

lineofbregor50 = {
    name = Maia 
    female = yes

    religion = faith_edain
    culture = gondorian

    


	trait = blood_of_numenor_4
    6034.9.19 = {
        birth = yes
    }

    6066.6.23 = {
        death = { death_reason = death_accident  }
    }
}

lineofbregor51 = {
    name = Algund 

    dynasty = dynasty_an_lontir
    religion = faith_edain
    culture = gondorian

    father = lineofbregor49
    mother = lineofbregor50

    


	trait = blood_of_numenor_4
    6064.4.13 = {
        birth = yes
    }

    6098.12.14 = {
        add_spouse = lineofbregor52
    }

    6174.11.11 = {
        death = { death_reason = death_natural_causes }
    }
}

lineofbregor52 = {
    name = Boriel 
    female = yes

    religion = faith_edain
    culture = gondorian

    


	trait = blood_of_numenor_4
    6081.2.21 = {
        birth = yes
    }

    6194.8.9 = {
        death = { death_reason = death_natural_causes }
    }
}

lineofbregor53 = {
    name = Marenar 

    dynasty = dynasty_an_lontir
    religion = faith_edain
    culture = gondorian

    father = lineofbregor51
    mother = lineofbregor52

    


	trait = blood_of_numenor_4
    6165.9.18 = {
        birth = yes
    }

    6201.5.17 = {
        add_spouse = lineofbregor54
    }

    6278.2.25 = {
        death = { death_reason = death_natural_causes }
    }
}

lineofbregor54 = {
    name = Amarie 
    female = yes

    religion = faith_edain
    culture = gondorian

    


	trait = blood_of_numenor_3
    6184.3.25 = {
        birth = yes
    }

    6291.6.7 = {
        death = { death_reason = death_natural_causes }
    }
}

lineofbregor55 = {
    name = Amandil 

    dynasty = dynasty_an_lontir
    religion = faith_edain
    culture = gondorian

    father = lineofbregor53
    mother = lineofbregor54

    


	trait = blood_of_numenor_3
    6252.12.9 = {
        birth = yes
    }

    6284.7.28 = {
        add_spouse = lineofbregor56
    }

    6368.11.12 = {
        death = { death_reason = death_natural_causes }
    }
}

lineofbregor56 = {
    name = Mirwen 
    female = yes

    religion = faith_edain
    culture = gondorian

    


	trait = blood_of_numenor_3
    6267.10.7 = {
        birth = yes
    }

    6375.9.21 = {
        death = { death_reason = death_natural_causes }
    }
}

lineofbregor57 = {
    name = Artamir 

    dynasty = dynasty_an_lontir
    religion = faith_edain
    culture = gondorian

    father = lineofbregor55
    mother = lineofbregor56

    


	trait = blood_of_numenor_3
    6321.1.5 = {
        birth = yes
    }

    6361.12.7 = {
        add_spouse = lineofbregor58
    }

    6434.7.2 = {
        death = { death_reason = death_consumption }
    }
}

lineofbregor58 = {
    name = Andaranel 
    female = yes

    religion = faith_edain
    culture = gondorian

    


	trait = blood_of_numenor_3
    6344.8.6 = {
        birth = yes
    }

    6452.8.12 = {
        death = { death_reason = death_natural_causes }
    }
}

lineofbregor59 = {
    name = Algund 

    dynasty = dynasty_an_lontir
    religion = faith_edain
    culture = gondorian

    father = lineofbregor57
    mother = lineofbregor58

    


	trait = blood_of_numenor_3
    6373.9.10 = {
        birth = yes
    }

    6423.2.20 = {
        add_spouse = lineofbregor60
    }

    6484.6.22 = {
        death = { death_reason = death_natural_causes }
    }
}

lineofbregor60 = {
    name = Orothel 
    female = yes

    religion = faith_edain
    culture = gondorian

    


	trait = blood_of_numenor_3
    6406.8.11 = {
        birth = yes
    }

    6520.2.25 = {
        death = { death_reason = death_natural_causes }
    }
}

lineofbregor61 = {
    name = Feandil 

    dynasty = dynasty_an_lontir
    religion = faith_edain
    culture = gondorian

    father = lineofbregor59
    mother = lineofbregor60

    


	trait = blood_of_numenor_3
    6455.11.16 = {
        birth = yes
    }

    6500.11.5 = {
        add_spouse = lineofbregor62
    }

    6564.1.5 = {
        death = { death_reason = death_natural_causes }
    }
}

lineofbregor62 = {
    name = Lothiriel 
    female = yes

    religion = faith_edain
    culture = gondorian

    


	trait = blood_of_numenor_3
    6483.5.1 = {
        birth = yes
    }

    6603.12.2 = {
        death = { death_reason = death_natural_causes }
    }
}

lineofbregor63 = {
    name = Agathor 

    dynasty = dynasty_an_lontir
    religion = faith_edain
    culture = gondorian

    father = lineofbregor61
    mother = lineofbregor62

    


	trait = blood_of_numenor_3
    6517.10.10 = {
        birth = yes
    }

    6550.10.13 = {
        add_spouse = lineofbregor64
    }

    6627.12.17 = {
        death = { death_reason = death_natural_causes }
    }
}

lineofbregor64 = {
    name = Nehte 
    female = yes

    religion = faith_edain
    culture = gondorian

    


	trait = blood_of_numenor_3
    6533.12.19 = {
        birth = yes
    }

    6650.7.7 = {
        death = { death_reason = death_natural_causes }
    }
}

lineofbregor65 = {
    name = Silmerano 

    dynasty = dynasty_an_lontir
    religion = faith_edain
    culture = gondorian

    father = lineofbregor63
    mother = lineofbregor64

    


	trait = blood_of_numenor_3
    6565.4.4 = {
        birth = yes
    }

    6602.7.11 = {
        add_spouse = lineofbregor66
    }

    6668.9.6 = {
        death = { death_reason = death_natural_causes }
    }
}

lineofbregor66 = {
    name = Corwen 
    female = yes

    religion = faith_edain
    culture = gondorian

    


	trait = blood_of_numenor_3
    6585.5.18 = {
        birth = yes
    }

    6703.11.5 = {
        death = { death_reason = death_natural_causes }
    }
}

lineofbregor67 = {
    name = Erchirion 

    dynasty = dynasty_an_lontir
    religion = faith_edain
    culture = gondorian

    father = lineofbregor65
    mother = lineofbregor66

    


	trait = blood_of_numenor_2
    6635.12.8 = {
        birth = yes
    }

    6673.9.4 = {
        add_spouse = lineofbregor68
    }

    6752.8.15 = {
        death = { death_reason = death_natural_causes }
    }
}

lineofbregor68 = {
    name = Ireth 
    female = yes

    religion = faith_edain
    culture = gondorian

    


	trait = blood_of_numenor_2
    6656.3.10 = {
        birth = yes
    }

    6758.10.26 = {
        death = { death_reason = death_natural_causes }
    }
}

lineofbregor69 = {
    name = Emeldir 
    female = yes

    religion = faith_edain
    culture = gondorian

    father = lineofbregor67
    mother = lineofbregor68

    


	trait = blood_of_numenor_2
    6691.12.6 = {
        birth = yes
    }

    6806.10.4 = {
        death = { death_reason = death_natural_causes }
    }
}

lineofbregor70 = {
    name = Mirilas 
    female = yes

    religion = faith_edain
    culture = gondorian

    father = lineofbregor67
    mother = lineofbregor68

    


	trait = blood_of_numenor_2
    6706.3.28 = {
        birth = yes
    }

    6809.1.7 = {
        death = { death_reason = death_treatment }
    }
}

lineofbregor71 = {
    name = Minisse 
    female = yes

    religion = faith_edain
    culture = gondorian

    father = lineofbregor67
    mother = lineofbregor68

    


	trait = blood_of_numenor_2
    6717.10.10 = {
        birth = yes
    }

    6818.6.4 = {
        death = { death_reason = death_natural_causes }
    }
}

lineofbregor72 = {
    name = Laurendur 

    dynasty = dynasty_an_lontir
    religion = faith_edain
    culture = gondorian

    father = lineofbregor67
    mother = lineofbregor68

    


	trait = blood_of_numenor_2
    6723.10.27 = {
        birth = yes
    }

    6762.6.28 = {
        add_spouse = lineofbregor73
    }

    6832.1.14 = {
        death = { death_reason = death_natural_causes }
    }
}

lineofbregor73 = {
    name = Emelisse 
    female = yes

    religion = faith_edain
    culture = gondorian

    


	trait = blood_of_numenor_2
    6745.10.21 = {
        birth = yes
    }

    6852.10.13 = {
        death = { death_reason = death_natural_causes }
    }
}

lineofbregor74 = {
    name = Elatan 

    dynasty = dynasty_an_lontir
    religion = faith_edain
    culture = gondorian

    father = lineofbregor72
    mother = lineofbregor73

    


	trait = blood_of_numenor_2
    6832.7.19 = {
        birth = yes
    }

    6866.7.5 = {
        add_spouse = lineofbregor75
    }

    6945.10.20 = {
        death = { death_reason = death_natural_causes }
    }
}

lineofbregor75 = {
    name = Gwelwen 
    female = yes

    religion = faith_edain
    culture = gondorian

    


	trait = blood_of_numenor_2
    6849.11.4 = {
        birth = yes
    }

    6961.2.10 = {
        death = { death_reason = death_natural_causes }
    }
}

lineofbregor76 = {
    name = Bellas 
    female = yes

    religion = faith_edain
    culture = gondorian

    father = lineofbregor74
    mother = lineofbregor75

    


	trait = blood_of_numenor_2
    6896.6.23 = {
        birth = yes
    }

    7000.11.5 = {
        death = { death_reason = death_natural_causes }
    }
}

lineofbregor77 = {
    name = Elestel 
    female = yes

    religion = faith_edain
    culture = gondorian

    father = lineofbregor74
    mother = lineofbregor75

    


	trait = blood_of_numenor_2
    6903.2.14 = {
        birth = yes
    }

    7022.5.13 = {
        death = { death_reason = death_natural_causes }
    }
}

lineofbregor78 = {
    name = Gaeraglar 

    dynasty = dynasty_an_lontir
    religion = faith_edain
    culture = gondorian

    father = lineofbregor74
    mother = lineofbregor75

    


	trait = blood_of_numenor_1
    6912.12.4 = {
        birth = yes
    }

    6937.11.9 = {
        add_spouse = lineofbregor79
    }

    7017.8.27 = {
        death = { death_reason = death_natural_causes }
    }
}

lineofbregor79 = {
    name = Meleth 
    female = yes

    religion = faith_edain
    culture = gondorian

    


	trait = blood_of_numenor_1
    6920.3.22 = {
        birth = yes
    }

    7038.7.20 = {
        death = { death_reason = death_natural_causes }
    }
}

lineofbregor80 = {
    name = Tarmacil 

    dynasty = dynasty_an_lontir
    religion = faith_edain
    culture = gondorian

    father = lineofbregor78
    mother = lineofbregor79

    


	trait = blood_of_numenor_1
    6955.10.18 = {
        birth = yes
    }

    6985.9.10 = {
        add_spouse = lineofbregor81
    }

    7073.5.18 = {
        death = { death_reason = death_natural_causes }
    }
}

lineofbregor81 = {
    name = Finvain 
    female = yes

    religion = faith_edain
    culture = gondorian

    


	trait = blood_of_numenor_1
    6968.10.20 = {
        birth = yes
    }

    7079.7.16 = {
        death = { death_reason = death_natural_causes }
    }
}

lineofbregor82 = {
    name = Ithilwen 
    female = yes

    religion = faith_edain
    culture = gondorian

    father = lineofbregor78
    mother = lineofbregor79

    


	trait = blood_of_numenor_1
    6957.7.2 = {
        birth = yes
    }

    7076.6.25 = {
        death = { death_reason = death_natural_causes }
    }
}

lineofbregor83 = {
    name = Fuinur 

    dynasty = dynasty_an_lontir
    religion = faith_edain
    culture = gondorian

    father = lineofbregor78
    mother = lineofbregor79

    


	trait = blood_of_numenor_1
    6960.8.19 = {
        birth = yes
    }

    7002.3.27 = {
        add_spouse = lineofbregor84
    }

    7066.4.18 = {
        death = { death_reason = death_cancer }
    }
}

lineofbregor84 = {
    name = Aragiliel 
    female = yes

    religion = faith_edain
    culture = gondorian

    


	trait = blood_of_numenor_1
    6985.3.23 = {
        birth = yes
    }

    7093.12.1 = {
        death = { death_reason = death_natural_causes }
    }
}

linelamedon30wife = {	#intermarried
	name = Bainthi_i_rian # Angbor's wife, Bainthîrian: beautiful countenance 
	female = yes

	religion = faith_edain
	culture = gondorian
    dynasty = dynasty_an_lontir
	
	father = lineofbregor83
    mother = lineofbregor84

	
	trait = beauty_good_3
	trait = deceitful
	trait = ambitious
	trait = lustful


	trait = blood_of_numenor_1
	7006.1.1 = {
		birth = yes
		effect = {
			learn_language = language_sindarin
		}			
	}
	7026.1.1 = {
		add_spouse = linelamedon30					
	}
	7103.1.1 = {
		death = { death_reason = death_natural_causes }
	}
}

lineofbregor85 = {
    name = Caranthir 

    dynasty = dynasty_an_lontir
    religion = faith_edain
    culture = gondorian

    father = lineofbregor78
    mother = lineofbregor79

    

    6969.2.10 = {
        birth = yes
    }

    7006.1.16 = {
        add_spouse = lineofbregor86
    }

    7076.11.10 = {
        death = { death_reason = death_natural_causes }
    }
}

lineofbregor86 = {
    name = Idril 
    female = yes

    religion = faith_edain
    culture = gondorian

    

    6989.11.6 = {
        birth = yes
    }

    7021.12.15 = {
        death = { death_reason = death_disappearance  }
    }
}

lineofbregor87 = {
    name = Araphor 

    dynasty = dynasty_an_lontir
    religion = faith_edain
    culture = gondorian

    father = lineofbregor65
    mother = lineofbregor66

    

    6649.3.13 = {
        birth = yes
    }

    6687.2.18 = {
        add_spouse = lineofbregor88
    }

    6767.1.8 = {
        death = { death_reason = death_natural_causes }
    }
}

lineofbregor88 = {
    name = Faire 
    female = yes

    religion = faith_edain
    culture = gondorian

    

    6670.4.21 = {
        birth = yes
    }

    6787.3.13 = {
        death = { death_reason = death_natural_causes }
    }
}

lineofbregor89 = {
    name = Tiliel 
    female = yes

    religion = faith_edain
    culture = gondorian

    father = lineofbregor87
    mother = lineofbregor88

    

    6699.12.15 = {
        birth = yes
    }

    6805.10.15 = {
        death = { death_reason = death_natural_causes }
    }
}

lineofbregor90 = {
    name = Ortollote 

    dynasty = dynasty_an_lontir
    religion = faith_edain
    culture = gondorian

    father = lineofbregor87
    mother = lineofbregor88

    

    6703.5.23 = {
        birth = yes
    }

    6751.10.10 = {
        add_spouse = lineofbregor91
    }

    6823.1.22 = {
        death = { death_reason = death_natural_causes }
    }
}

lineofbregor90sister = {
    name = Minisse
	female = yes

    dynasty = dynasty_an_lontir
    religion = faith_edain
    culture = gondorian

    father = lineofbregor87
    mother = lineofbregor88

    trait = patient
	trait = deceitful
	trait = vengeful
	trait = education_intrigue_3
	
	diplomacy = 3 
	martial = 3 
	stewardship = 7 
	intrigue = 9
	learning = 8 
	prowess = 4

    6707.11.29 = {
        birth = yes
    }

    6832.3.23 = {
        death = { death_reason = death_natural_causes }
    }
}

lineofbregor91 = {
    name = Palurien 
    female = yes

    religion = faith_edain
    culture = gondorian

    

    6734.2.15 = {
        birth = yes
    }

    6841.6.10 = {
        death = { death_reason = death_natural_causes }
    }
}

lineofbregor92 = {
    name = Isilmo 

    dynasty = dynasty_an_lontir
    religion = faith_edain
    culture = gondorian

    father = lineofbregor90
    mother = lineofbregor91

    

    6780.1.15 = {
        birth = yes
    }

    6812.6.26 = {
        add_spouse = lineofbregor93
